波长(nm),相对强度
-239.165597,212.0
-238.862768,260.0
-238.55993899999999,286.0
-238.25710999999998,319.0
-237.95428099999998,286.0
-237.65145199999998,323.0
-237.348623,305.0
-237.045794,292.0
-236.742965,233.0
-236.440136,257.0
-236.137307,270.0
-235.834478,256.0
-235.531649,217.0
-235.22881999999998,237.0
-234.92599099999998,273.0
-234.62316199999998,256.0
-234.320333,245.0
-234.017504,208.0
-233.714675,202.0
-233.411846,194.0
-233.109017,275.0
-232.806188,310.0
-232.503359,286.0
-232.20053,333.0
-231.89770099999998,343.0
-231.59487199999998,252.0
-231.29204299999998,217.0
-230.989214,221.0
-230.686385,309.0
-230.383556,288.0
-230.080727,320.0
-229.777898,302.0
-229.475069,270.0
-229.17224,256.0
-228.86941099999999,322.0
-228.56658199999998,286.0
-228.26375299999998,269.0
-227.96092399999998,322.0
-227.658095,272.0
-227.355266,267.0
-227.052437,308.0
-226.749608,283.0
-226.446779,327.0
-226.14395,317.0
-225.841121,315.0
-225.53829199999998,248.0
-225.23546299999998,229.0
-224.93263399999998,244.0
-224.62980499999998,258.0
-224.326976,312.0
-224.024147,259.0
-223.721318,227.0
-223.418489,288.0
-223.11566,237.0
-222.812831,218.0
-222.510002,191.0
-222.20717299999998,279.0
-221.90434399999998,359.0
-221.601515,303.0
-221.29868599999998,325.0
-220.995857,274.0
-220.693028,291.0
-220.390199,259.0
-220.08737,313.0
-219.784541,345.0
-219.481712,242.0
-219.17888299999998,208.0
-218.87605399999998,205.0
-218.57322499999998,228.0
-218.270396,282.0
-217.96756699999997,227.0
-217.664738,208.0
-217.361909,198.0
-217.05908,218.0
-216.756251,171.0
-216.453422,293.0
-216.150593,277.0
-215.84776399999998,276.0
-215.54493499999998,281.0
-215.24210599999998,261.0
-214.939277,289.0
-214.636448,291.0
-214.333619,292.0
-214.03079,291.0
-213.727961,294.0
-213.425132,346.0
-213.122303,321.0
-212.81947399999999,337.0
-212.51664499999998,335.0
-212.21381599999998,339.0
-211.91098699999998,362.0
-211.608158,283.0
-211.305329,295.0
-211.0025,339.0
-210.699671,280.0
-210.396842,344.0
-210.094013,278.0
-209.791184,353.0
-209.48835499999998,286.0
-209.18552599999998,337.0
-208.88269699999998,344.0
-208.57986799999998,286.0
-208.277039,284.0
-207.97421,297.0
-207.671381,301.0
-207.368552,271.0
-207.065723,316.0
-206.762894,309.0
-206.460065,310.0
-206.15723599999998,293.0
-205.85440699999998,367.0
-205.551578,316.0
-205.24874899999998,357.0
-204.94592,391.0
-204.643091,312.0
-204.340262,316.0
-204.037433,344.0
-203.734604,359.0
-203.431775,291.0
-203.12894599999998,268.0
-202.82611699999998,292.0
-202.52328799999998,285.0
-202.220459,348.0
-201.91762999999997,376.0
-201.614801,280.0
-201.311972,255.0
-201.009143,316.0
-200.706314,273.0
-200.403485,307.0
-200.100656,308.0
-199.79782699999998,264.0
-199.49499799999998,357.0
-199.19216899999998,315.0
-198.88934,367.0
-198.58651099999997,366.0
-198.283682,381.0
-197.980853,335.0
-197.678024,327.0
-197.375195,336.0
-197.072366,374.0
-196.76953699999999,381.0
-196.46670799999998,413.0
-196.16387899999998,333.0
-195.86104999999998,385.0
-195.558221,354.0
-195.25539199999997,380.0
-194.952563,316.0
-194.649734,332.0
-194.346905,380.0
-194.044076,324.0
-193.741247,374.0
-193.43841799999998,379.0
-193.13558899999998,348.0
-192.83275999999998,394.0
-192.52993099999998,319.0
-192.227102,326.0
-191.92427299999997,385.0
-191.621444,381.0
-191.318615,402.0
-191.015786,340.0
-190.712957,402.0
-190.410128,443.0
-190.10729899999998,365.0
-189.80446999999998,321.0
-189.501641,385.0
-189.19881199999998,345.0
-188.895983,348.0
-188.593154,388.0
-188.290325,356.0
-187.987496,358.0
-187.684667,411.0
-187.381838,416.0
-187.07900899999999,323.0
-186.77617999999998,331.0
-186.47335099999998,403.0
-186.170522,339.0
-185.86769299999997,350.0
-185.564864,298.0
-185.262035,394.0
-184.959206,418.0
-184.656377,403.0
-184.353548,423.0
-184.050719,424.0
-183.74788999999998,412.0
-183.44506099999998,423.0
-183.14223199999998,396.0
-182.839403,402.0
-182.53657399999997,375.0
-182.233745,419.0
-181.930916,382.0
-181.628087,406.0
-181.325258,346.0
-181.022429,420.0
-180.71959999999999,482.0
-180.41677099999998,435.0
-180.11394199999998,380.0
-179.81111299999998,358.0
-179.508284,407.0
-179.20545499999997,412.0
-178.902626,434.0
-178.599797,403.0
-178.296968,440.0
-177.994139,443.0
-177.69131,411.0
-177.38848099999998,426.0
-177.08565199999998,381.0
-176.78282299999998,470.0
-176.47999399999998,448.0
-176.177165,415.0
-175.87433599999997,461.0
-175.571507,398.0
-175.268678,406.0
-174.965849,415.0
-174.66302,378.0
-174.360191,456.0
-174.05736199999998,434.0
-173.75453299999998,435.0
-173.451704,487.0
-173.14887499999998,490.0
-172.846046,522.0
-172.54321699999997,451.0
-172.240388,526.0
-171.937559,516.0
-171.63473,532.0
-171.331901,548.0
-171.02907199999999,485.0
-170.72624299999998,500.0
-170.42341399999998,448.0
-170.120585,423.0
-169.81775599999997,384.0
-169.514927,404.0
-169.21209799999997,413.0
-168.909269,442.0
-168.60644,486.0
-168.303611,502.0
-168.000782,490.0
-167.69795299999998,564.0
-167.39512399999998,549.0
-167.09229499999998,572.0
-166.789466,514.0
-166.48663699999997,541.0
-166.183808,485.0
-165.88097899999997,460.0
-165.57815,501.0
-165.275321,480.0
-164.972492,541.0
-164.66966299999999,502.0
-164.36683399999998,588.0
-164.06400499999998,533.0
-163.76117599999998,580.0
-163.458347,545.0
-163.15551799999997,573.0
-162.852689,552.0
-162.54985999999997,553.0
-162.247031,499.0
-161.944202,596.0
-161.641373,553.0
-161.33854399999998,627.0
-161.03571499999998,639.0
-160.732886,686.0
-160.43005699999998,692.0
-160.127228,646.0
-159.82439899999997,643.0
-159.52157,608.0
-159.218741,648.0
-158.915912,654.0
-158.613083,623.0
-158.310254,679.0
-158.00742499999998,683.0
-157.70459599999998,601.0
-157.401767,610.0
-157.09893799999998,593.0
-156.796109,682.0
-156.49327999999997,663.0
-156.190451,681.0
-155.887622,698.0
-155.584793,670.0
-155.281964,661.0
-154.97913499999999,721.0
-154.67630599999998,684.0
-154.37347699999998,666.0
-154.070648,692.0
-153.76781899999997,752.0
-153.46499,736.0
-153.16216099999997,728.0
-152.859332,728.0
-152.556503,739.0
-152.253674,681.0
-151.950845,632.0
-151.64801599999998,638.0
-151.34518699999998,624.0
-151.04235799999998,690.0
-150.739529,772.0
-150.43669999999997,737.0
-150.133871,710.0
-149.83104199999997,717.0
-149.528213,724.0
-149.225384,761.0
-148.922555,775.0
-148.61972599999999,820.0
-148.31689699999998,731.0
-148.01406799999998,801.0
-147.71123899999998,758.0
-147.40841,826.0
-147.10558099999997,831.0
-146.802752,830.0
-146.49992299999997,775.0
-146.197094,849.0
-145.894265,846.0
-145.591436,809.0
-145.28860699999998,744.0
-144.98577799999998,764.0
-144.68294899999998,769.0
-144.38011999999998,825.0
-144.077291,742.0
-143.77446199999997,812.0
-143.471633,890.0
-143.16880399999997,901.0
-142.865975,892.0
-142.563146,921.0
-142.260317,898.0
-141.95748799999998,856.0
-141.65465899999998,821.0
-141.35183,891.0
-141.04900099999998,832.0
-140.746172,861.0
-140.44334299999997,812.0
-140.140514,895.0
-139.837685,909.0
-139.534856,938.0
-139.232027,881.0
-138.92919799999999,916.0
-138.62636899999998,864.0
-138.32353999999998,893.0
-138.020711,883.0
-137.71788199999997,950.0
-137.415053,880.0
-137.11222399999997,927.0
-136.809395,967.0
-136.506566,954.0
-136.203737,909.0
-135.900908,909.0
-135.59807899999998,987.0
-135.29524999999998,960.0
-134.99242099999998,989.0
-134.689592,1003.0
-134.38676299999997,945.0
-134.083934,949.0
-133.78110499999997,911.0
-133.478276,949.0
-133.175447,938.0
-132.872618,946.0
-132.569789,1033.0
-132.26695999999998,1060.0
-131.96413099999998,1067.0
-131.66130199999998,1054.0
-131.358473,999.0
-131.05564399999997,968.0
-130.752815,999.0
-130.44998599999997,986.0
-130.147157,994.0
-129.844328,1014.0
-129.541499,991.0
-129.23866999999998,1034.0
-128.93584099999998,1001.0
-128.63301199999998,1065.0
-128.33018299999998,994.0
-128.027354,990.0
-127.72452499999999,1048.0
-127.42169599999998,1059.0
-127.11886699999998,1039.0
-126.81603799999999,1095.0
-126.51320899999999,1080.0
-126.21037999999999,1035.0
-125.90755099999998,1071.0
-125.60472199999998,1083.0
-125.30189299999998,1105.0
-124.99906399999999,1149.0
-124.69623499999999,1161.0
-124.39340599999998,1111.0
-124.09057699999998,1064.0
-123.78774799999998,1065.0
-123.48491899999999,1126.0
-123.18208999999999,1148.0
-122.87926099999999,1093.0
-122.57643199999998,1160.0
-122.27360299999998,1172.0
-121.97077399999999,1174.0
-121.66794499999999,1166.0
-121.36511599999999,1129.0
-121.06228699999998,1134.0
-120.75945799999998,1155.0
-120.45662899999999,1235.0
-120.15379999999999,1196.0
-119.85097099999999,1144.0
-119.54814199999998,1182.0
-119.24531299999998,1216.0
-118.94248399999998,1124.0
-118.63965499999999,1195.0
-118.33682599999999,1170.0
-118.03399699999999,1188.0
-117.73116799999998,1226.0
-117.42833899999998,1217.0
-117.12550999999999,1259.0
-116.82268099999999,1226.0
-116.51985199999999,1187.0
-116.21702299999998,1268.0
-115.91419399999998,1221.0
-115.61136499999998,1252.0
-115.30853599999999,1224.0
-115.00570699999999,1232.0
-114.70287799999998,1185.0
-114.40004899999998,1213.0
-114.09721999999998,1179.0
-113.79439099999999,1297.0
-113.49156199999999,1283.0
-113.18873299999998,1348.0
-112.88590399999998,1315.0
-112.58307499999998,1288.0
-112.28024599999999,1297.0
-111.97741699999999,1276.0
-111.67458799999999,1295.0
-111.37175899999998,1263.0
-111.06893,1241.0
-110.76610099999999,1235.0
-110.46327199999999,1293.0
-110.16044299999999,1328.0
-109.85761399999998,1349.0
-109.55478499999998,1404.0
-109.25195599999998,1367.0
-108.94912699999998,1337.0
-108.64629799999997,1319.0
-108.34346899999997,1356.0
-108.04064,1378.0
-107.737811,1316.0
-107.43498199999999,1357.0
-107.13215299999999,1309.0
-106.82932399999999,1304.0
-106.52649499999998,1340.0
-106.22366599999998,1369.0
-105.92083699999998,1322.0
-105.61800799999997,1386.0
-105.31517899999997,1361.0
-105.01235,1328.0
-104.709521,1374.0
-104.40669199999999,1334.0
-104.10386299999999,1361.0
-103.80103399999999,1388.0
-103.49820499999998,1363.0
-103.19537599999998,1336.0
-102.89254699999998,1389.0
-102.58971799999998,1417.0
-102.28688899999997,1422.0
-101.98405999999997,1423.0
-101.681231,1445.0
-101.378402,1385.0
-101.07557299999999,1434.0
-100.77274399999999,1385.0
-100.46991499999999,1460.0
-100.16708599999998,1474.0
-99.86425699999998,1463.0
-99.56142799999998,1449.0
-99.25859899999998,1376.0
-98.95576999999997,1372.0
-98.652941,1438.0
-98.350112,1460.0
-98.047283,1414.0
-97.74445399999999,1385.0
-97.44162499999999,1408.0
-97.13879599999999,1439.0
-96.83596699999998,1439.0
-96.53313799999998,1466.0
-96.23030899999998,1413.0
-95.92747999999997,1373.0
-95.62465099999997,1355.0
-95.321822,1440.0
-95.018993,1393.0
-94.71616399999999,1407.0
-94.41333499999999,1426.0
-94.11050599999999,1490.0
-93.80767699999998,1472.0
-93.50484799999998,1493.0
-93.20201899999998,1497.0
-92.89918999999998,1450.0
-92.59636099999997,1436.0
-92.29353199999997,1497.0
-91.990703,1496.0
-91.687874,1528.0
-91.38504499999999,1447.0
-91.08221599999999,1482.0
-90.77938699999999,1493.0
-90.47655799999998,1491.0
-90.17372899999998,1508.0
-89.87089999999998,1480.0
-89.56807099999997,1550.0
-89.26524199999997,1563.0
-88.96241299999997,1531.0
-88.659584,1534.0
-88.35675499999999,1505.0
-88.05392599999999,1558.0
-87.75109699999999,1557.0
-87.44826799999998,1524.0
-87.14543899999998,1564.0
-86.84260999999998,1535.0
-86.53978099999998,1545.0
-86.23695199999997,1513.0
-85.93412299999997,1572.0
-85.631294,1493.0
-85.328465,1550.0
-85.02563599999999,1573.0
-84.72280699999999,1589.0
-84.41997799999999,1537.0
-84.11714899999998,1514.0
-83.81431999999998,1497.0
-83.51149099999998,1488.0
-83.20866199999998,1529.0
-82.90583299999997,1543.0
-82.60300399999997,1607.0
-82.300175,1626.0
-81.997346,1627.0
-81.69451699999999,1624.0
-81.39168799999999,1548.0
-81.08885899999999,1536.0
-80.78602999999998,1564.0
-80.48320099999998,1604.0
-80.18037199999998,1666.0
-79.87754299999997,1664.0
-79.57471399999997,1625.0
-79.271885,1596.0
-78.969056,1597.0
-78.66622699999999,1673.0
-78.36339799999999,1665.0
-78.06056899999999,1661.0
-77.75773999999998,1603.0
-77.45491099999998,1584.0
-77.15208199999998,1544.0
-76.84925299999998,1525.0
-76.54642399999997,1611.0
-76.24359499999997,1665.0
-75.940766,1680.0
-75.637937,1643.0
-75.33510799999999,1671.0
-75.03227899999999,1712.0
-74.72944999999999,1674.0
-74.42662099999998,1630.0
-74.12379199999998,1655.0
-73.82096299999998,1699.0
-73.51813399999998,1694.0
-73.21530499999997,1655.0
-72.91247599999997,1634.0
-72.609647,1611.0
-72.30681799999999,1653.0
-72.00398899999999,1696.0
-71.70115999999999,1714.0
-71.39833099999998,1664.0
-71.09550199999998,1715.0
-70.79267299999998,1717.0
-70.48984399999998,1685.0
-70.18701499999997,1730.0
-69.88418599999997,1675.0
-69.58135699999997,1739.0
-69.278528,1682.0
-68.97569899999999,1716.0
-68.67286999999999,1757.0
-68.37004099999999,1719.0
-68.06721199999998,1708.0
-67.76438299999998,1650.0
-67.46155399999998,1613.0
-67.15872499999998,1627.0
-66.85589599999997,1638.0
-66.55306699999997,1672.0
-66.250238,1734.0
-65.947409,1743.0
-65.64457999999999,1679.0
-65.34175099999999,1640.0
-65.03892199999999,1717.0
-64.73609299999998,1775.0
-64.43326399999998,1737.0
-64.13043499999998,1751.0
-63.827605999999975,1757.0
-63.52477699999997,1784.0
-63.22194799999997,1764.0
-62.919118999999995,1722.0
-62.61628999999999,1768.0
-62.31346099999999,1830.0
-62.01063199999999,1728.0
-61.707802999999984,1753.0
-61.40497399999998,1734.0
-61.10214499999998,1835.0
-60.799315999999976,1832.0
-60.49648699999997,1743.0
-60.19365799999997,1754.0
-59.890829,1813.0
-59.587999999999994,1796.0
-59.28517099999999,1766.0
-58.98234199999999,1789.0
-58.679512999999986,1816.0
-58.37668399999998,1774.0
-58.07385499999998,1857.0
-57.77102599999998,1817.0
-57.468196999999975,1824.0
-57.16536799999997,1756.0
-56.86253899999997,1743.0
-56.559709999999995,1824.0
-56.25688099999999,1805.0
-55.95405199999999,1807.0
-55.65122299999999,1814.0
-55.348393999999985,1799.0
-55.04556499999998,1752.0
-54.74273599999998,1819.0
-54.43990699999998,1893.0
-54.137077999999974,1823.0
-53.83424899999997,1795.0
-53.53141999999997,1838.0
-53.228590999999994,1855.0
-52.92576199999999,1805.0
-52.62293299999999,1875.0
-52.320103999999986,1853.0
-52.017274999999984,1838.0
-51.71444599999998,1890.0
-51.41161699999998,1844.0
-51.108787999999976,1839.0
-50.80595899999997,1917.0
-50.50312999999997,1842.0
-50.20030099999997,1853.0
-49.89747199999999,1889.0
-49.59464299999999,1826.0
-49.29181399999999,1899.0
-48.988984999999985,1939.0
-48.68615599999998,1921.0
-48.38332699999998,1842.0
-48.08049799999998,1896.0
-47.777668999999975,1821.0
-47.47483999999997,1874.0
-47.17201099999997,1897.0
-46.869181999999995,1893.0
-46.56635299999999,1979.0
-46.26352399999999,1917.0
-45.96069499999999,1834.0
-45.657865999999984,1907.0
-45.35503699999998,1941.0
-45.05220799999998,1895.0
-44.749378999999976,1919.0
-44.446549999999974,1922.0
-44.14372099999997,1938.0
-43.84089199999997,1950.0
-43.538062999999994,1905.0
-43.23523399999999,1939.0
-42.93240499999999,1937.0
-42.629575999999986,1844.0
-42.32674699999998,1868.0
-42.02391799999998,1867.0
-41.72108899999998,1834.0
-41.418259999999975,1932.0
-41.11543099999997,1928.0
-40.81260199999997,1902.0
-40.509772999999996,1919.0
-40.20694399999999,1885.0
-39.90411499999999,1907.0
-39.60128599999999,1884.0
-39.298456999999985,1956.0
-38.99562799999998,1937.0
-38.69279899999998,1940.0
-38.38996999999998,1955.0
-38.087140999999974,1961.0
-37.78431199999997,1927.0
-37.48148299999997,1888.0
-37.178653999999995,1939.0
-36.87582499999999,1922.0
-36.57299599999999,1907.0
-36.27016699999999,1973.0
-35.967337999999984,1890.0
-35.66450899999998,1912.0
-35.36167999999998,1992.0
-35.058850999999976,1999.0
-34.75602199999997,2014.0
-34.45319299999997,1933.0
-34.15036399999997,1991.0
-33.84753499999999,1970.0
-33.54470599999999,1966.0
-33.24187699999999,2006.0
-32.939047999999985,1963.0
-32.63621899999998,1966.0
-32.33338999999998,2013.0
-32.03056099999998,2063.0
-31.727731999999975,2039.0
-31.424902999999972,2056.0
-31.12207399999997,2029.0
-30.819244999999967,2006.0
-30.516415999999992,1981.0
-30.21358699999999,2078.0
-29.910757999999987,2073.0
-29.607928999999984,2038.0
-29.30509999999998,2023.0
-29.00227099999998,2096.0
-28.699441999999976,2049.0
-28.396612999999974,1979.0
-28.09378399999997,1958.0
-27.79095499999997,1980.0
-27.488125999999994,2022.0
-27.18529699999999,2026.0
-26.88246799999999,1991.0
-26.579638999999986,2033.0
-26.276809999999983,1985.0
-25.97398099999998,1930.0
-25.671151999999978,2019.0
-25.368322999999975,2036.0
-25.065493999999973,2110.0
-24.76266499999997,2070.0
-24.459835999999967,2030.0
-24.157006999999993,2069.0
-23.85417799999999,2097.0
-23.551348999999988,2093.0
-23.248519999999985,2140.0
-22.945690999999982,2159.0
-22.64286199999998,2134.0
-22.340032999999977,2132.0
-22.037203999999974,2056.0
-21.73437499999997,2003.0
-21.43154599999997,2029.0
-21.128716999999995,2091.0
-20.825887999999992,2062.0
-20.52305899999999,2047.0
-20.220229999999987,2088.0
-19.917400999999984,2043.0
-19.61457199999998,2046.0
-19.31174299999998,2015.0
-19.008913999999976,2082.0
-18.706084999999973,2149.0
-18.40325599999997,2095.0
-18.100426999999968,2119.0
-17.797597999999994,2084.0
-17.49476899999999,2049.0
-17.19193999999999,2076.0
-16.889110999999986,2089.0
-16.586281999999983,2022.0
-16.28345299999998,2090.0
-15.980623999999978,2041.0
-15.677794999999975,2029.0
-15.374965999999972,2108.0
-15.07213699999997,2056.0
-14.769307999999967,2053.0
-14.466478999999993,2037.0
-14.16364999999999,2033.0
-13.860820999999987,2089.0
-13.557991999999985,2142.0
-13.255162999999982,2140.0
-12.95233399999998,2080.0
-12.649504999999976,2039.0
-12.346675999999974,2110.0
-12.043846999999971,2103.0
-11.741017999999968,2158.0
-11.438188999999966,2117.0
-11.135359999999991,2153.0
-10.832530999999989,2152.0
-10.529701999999986,2140.0
-10.226872999999983,2142.0
-9.92404399999998,2124.0
-9.621214999999978,2099.0
-9.318385999999975,2134.0
-9.015556999999973,2135.0
-8.71272799999997,2144.0
-8.409898999999967,2147.0
-8.107069999999993,2225.0
-7.80424099999999,2241.0
-7.501411999999988,2260.0
-7.198582999999985,2192.0
-6.895753999999982,2219.0
-6.59292499999998,2159.0
-6.290095999999977,2160.0
-5.987266999999974,2104.0
-5.684437999999972,2175.0
-5.381608999999969,2182.0
-5.078779999999966,2156.0
-4.775950999999992,2192.0
-4.473121999999989,2176.0
-4.170292999999987,2234.0
-3.867463999999984,2256.0
-3.5646349999999813,2276.0
-3.2618059999999787,2326.0
-2.958976999999976,2263.0
-2.6561479999999733,2274.0
-2.3533189999999706,2217.0
-2.050489999999968,2232.0
-1.7476609999999937,2144.0
-1.444831999999991,2181.0
-1.1420029999999883,2208.0
-0.8391739999999857,2204.0
-0.536344999999983,2193.0
-0.2335159999999803,2168.0
0.06931300000002238,2244.0
0.37214200000002506,2278.0
0.6749710000000277,2281.0
0.9778000000000304,2262.0
1.280629000000033,2222.0
1.5834580000000074,2231.0
1.88628700000001,2205.0
2.1891160000000127,2199.0
2.4919450000000154,2214.0
2.794774000000018,2169.0
3.0976030000000208,2273.0
3.4004320000000234,2252.0
3.703261000000026,2234.0
4.006090000000029,2295.0
4.3089190000000315,2264.0
4.611748000000034,2267.0
4.914577000000008,2200.0
5.217406000000011,2264.0
5.520235000000014,2245.0
5.8230640000000164,2229.0
6.125893000000019,2301.0
6.428722000000022,2218.0
6.7315510000000245,2286.0
7.034380000000027,2345.0
7.33720900000003,2324.0
7.6400380000000325,2262.0
7.942867000000035,2287.0
8.24569600000001,2328.0
8.548525000000012,2336.0
8.851354000000015,2322.0
9.154183000000018,2292.0
9.45701200000002,2315.0
9.759841000000023,2277.0
10.062670000000026,2339.0
10.365499000000028,2292.0
10.668328000000031,2262.0
10.971157000000034,2332.0
11.273986000000008,2366.0
11.57681500000001,2304.0
11.879644000000013,2358.0
12.182473000000016,2322.0
12.485302000000019,2329.0
12.788131000000021,2312.0
13.090960000000024,2348.0
13.393789000000027,2311.0
13.69661800000003,2309.0
13.999447000000032,2310.0
14.302276000000035,2279.0
14.605105000000009,2257.0
14.907934000000012,2287.0
15.210763000000014,2305.0
15.513592000000017,2300.0
15.81642100000002,2275.0
16.119250000000022,2314.0
16.422079000000025,2350.0
16.724908000000028,2413.0
17.027737000000002,2444.0
17.330566000000033,2465.0
17.633395000000007,2464.0
17.93622400000004,2438.0
18.239053000000013,2421.0
18.541882000000044,2463.0
18.844711000000018,2467.0
19.14754000000005,2448.0
19.450369000000023,2455.0
19.753197999999998,2394.0
20.05602700000003,2357.0
20.358856000000003,2458.0
20.661685000000034,2479.0
20.96451400000001,2436.0
21.26734300000004,2418.0
21.570172000000014,2455.0
21.873001000000045,2430.0
22.17583000000002,2422.0
22.47865900000005,2415.0
22.781488000000024,2464.0
23.084317,2425.0
23.38714600000003,2490.0
23.689975000000004,2409.0
23.992804000000035,2480.0
24.29563300000001,2473.0
24.59846200000004,2486.0
24.901291000000015,2501.0
25.204120000000046,2553.0
25.50694900000002,2468.0
25.809777999999994,2403.0
26.112607000000025,2468.0
26.415436,2421.0
26.71826500000003,2451.0
27.021094000000005,2489.0
27.323923000000036,2519.0
27.62675200000001,2518.0
27.92958100000004,2469.0
28.232410000000016,2479.0
28.535239000000047,2551.0
28.83806800000002,2491.0
29.140896999999995,2542.0
29.443726000000026,2482.0
29.746555,2486.0
30.049384000000032,2538.0
30.352213000000006,2486.0
30.655042000000037,2442.0
